05.03.2024,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Предпочитаю управлять своим бизнесом через мобильное приложение, и, могу сказать, это действительно удобненько. Изначально я был скептичен, боялся, что функционал будет ограничен, и мне придется постоянно заходить на сайт. Однако все необходимые функции доступны прямо через приложение............ Даже обращение в поддержку по телефону через интернет оказалось есть- так я уточнял тарифы для ИП. Не знаю сколько слез и крови отдали программисты, но имея бешеный функционал приложение на сяоми у меня не лагает. Удобно и нравится)"
10.01.2024,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Изначально беспокоился о комиссиях за переводы физическим лицам – казались дорогими. Однако, за два года всего один такой перевод был, а я на старте рисовал картину, что чуть ли не каждый день их делаю. Зато есть где сэкономить, акция с оплатой года обслуживания по цене 10 месяцев – 4900 руб. Экономия, конечно, не самая крупная, но приятно, в январе опять буду продлевать если не отменят. Ну с бухгалтерией пока что сам справляюсь через онлайн-бухгалтерию, хотя уже понимаю почему ее многие ненавидят. Если все делать в последний момент, то реально мозг кипит."
11.12.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Бизнес достался в наследство, обслуживался в Тинькофф. Я не стал ничего менять и тоже продолжил обслуживаться в Тинькофф. Обслуживание счета мне понравилось. Всегда понимаю сколько и когда должен по тарифу. Если подключаю какую-то платную опцию, то понимаю сколько нужно платить. подключал платную бухгалтерию и восстанавливал учет за прошлый год, всё по тарифу заплатил. Само обслуживание счета онлайн. Но чат мне нравится, я более старомоден, привык к звонкам. По звонкам всегда соединяли со специалистом, спецы банка помогали как могли. Один раз был очень сложный случай, я напутал с налоговой, очень сильно помогли. Суммарно за неделю я с ними общался около 5 часов. После таких экстренных случаев я понял, что менять банк для обслуживания точно не буду!"
26.10.2023,Тинькофф - «Простой»,4,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Веду счет для бизнеса в Тинькофф. Отмечу, что поддержка действительно работает очень хорошо. К примеру, у тех интернет-провайдеров для бизнеса ответ на вопрос можно в принципе не получить. У Тинькофф мне поддержка по вопросам РКО всегда отвечала, причем довольно подробно, отписок не было. Но я пока душой не принял эту концепцию банка без офиса. Я привык, что всегда можно прийти в банк с вопросом и вживую когда человека вижу, больше ему доверяю. У меня не было ситуации когда из-за отсутствия офиса возникали проблемы, но я боюсь что в теории такое может случиться"
09.10.2023,Тинькофф - «Простой»,4,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Счет открывала от Тинькоффа с прицелом потом интернет эквайринг подключить. У них мне самым продвинутым показался момент обслуживания. Вопросов, конечно ведро задавала , звонила в техподдержку. Но счет сама в итоге открыла. Карту курьер привез мне на фитнес. Подождал, пока отзанимаюсь, в фойе документы передал. Удобно, что не надо париться про время и место. Договорились - словились. Тариф можно было конечно какой нибудь простой полностью сделать бесплатным, но в целом и так не супер дорого обслуживание по простому тарифу"
12.09.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Обслуживание счета для бизнеса  Уже пол года обслуживаю счет для бизнеса в Тинькофф банке. Считаю достижением что сама справилась и с ОКВЭДом, и с онлайн-бухгалтерией! Раз даже я справилась, значит и правда очень доступно) все доступно онлайн, можно легко легко управлять счетами из любого места, платить налоги, делать платежи, пользоваться онлайн-бухгалтерией и тд пока стою в пробке, или жду кого-то. Для ленивых людей вроде меня - онлайн банкинг это прям находка"
04.09.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Поставила пять звезд. Объяснюсь за что.Я от Tinkoff пользуюся дебетовой карточкой, плюс есть кредитка, плюс у меня страховка, и брокерский счет. Все тут. Смысл было счет открывать где то еще? )Заявка через приложение на телефоне. Бесплатная карта, доп счета тоже бесплатные. Обслуживание счета недорогое.  Как клиент удовлетворена и работой банка и технической поддержкой. Платежных сбоев пока не было. Обслуживаюсь тут с прошлого декабря."
09.08.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Уже давно рассматривал Тинькофф как банк для своего бизнеса, и, когда наконец решил открыть ИП, то делал это через тинькофф. Быстрая онлайн-регистрация, и, минимум бюрократии. Про ФНС слышал только в ужастиках, сам за год обслуживания ИП не был вообще. Платежи внутри тинькофф просто летают. Я переводил полтора миллиона рублей, думал из-за суммы будет задержка. Но нет, платеж пришел сразу. Хотя с другими банками бывает, что уходит минута-две пока платеж в рабочие часы отобразится на счете. Думаю, это скорее связано с технической частью этих банков. Деньги вывожу себе на карту, приходят мгновенно. В лимиты укладываюсь даже с запасом, но это пока))"
02.08.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"С тарифами разбиралась сама, потом с мужем вдвоем, потом подключили техподдержку банка. На этом этапе просто отсеяли все с минусами, плюсы вычленили, и взяли продвинутый. Очень рады, что служба поддержки банка работает оперативно. По доп программам все рассказали, предложили. Услугу бухгалтер онлайн оформили позавчера, сейчас разбираемся что к чему, хоть времени будет на себя больше. Отпишусь потом еще про бухгалтера. Пока только начали в режиме теста пробовать,но я довольна тем как банк для клиентов любой каприз за наши деньги."
06.04.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Этот банк, правда думает о своих клиентах. После полугода использования дебетовой карты и приложения, решил доверить это организация обслуживания счета своей организации. Открыл расчетный счет для ИП и мне сказали, что за мою дебетовую карту можно больше не платить абонплату. Это был очень приятный сюрприз для меня от банка."
17.03.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Также пользуюсь тарифом «Простой, меня устраивает приложение банка. Вообще, довольна всем, а главное доступностью и простотой."
13.03.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Полностью довольна обслуживанием и счетом РКО в Тинькофф. Другой альтернативы не ищу, все понятно и просто."
09.03.2023,Тинькофф - «Простой»,2,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Хотела открыть счет в Тинькофф банке, но мне не понравилось, что клиентам предъявляют слишком много требований. На оформление счета ушло больше 40 минут, и интересно то, что счет так и не открыли. Возможно, мне попались некомпетентные сотрудники."
22.02.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Расчётный счёт открыла в Тинькофф банке довольно давно, сразу как зарегистрировала ИП. Тариф выбирала с самой маленькой месячной оплатой и подробности не рассматривала. Самый дешёвый пакет – простой, его обслуживание стоит 490 руб в месяц. Но, если по счёту нет операций, месячную плату можно не вносить. Отправка авансовых платежей в налоговую и пенсионный считают операцией, поэтому даже если кроме неё ничего не проводилось, оплату вносить придётся. Это надо учитывать."
07.02.2023,Тинькофф - «Простой»,4,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Пока не рискую платить сразу за год, ради такой экономии. Так как я начинающий предприниматель, если что-то пойдет не так, потеряю больше. Все-таки, вдруг пару месяцев операций не будет, тогда оплачивать ничего не надо."
26.01.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Очень удобный сервис от банка, всё собрано в одном кабинете. Работаю с тарифом простой и меня всё устраивает. Бухгалтерия, обязательные платежи рассчитываются автоматически, даты этих платежей можно выставить. При помощи sms-сообщений приходят оповещения о том, что платежка сформирована, очень удобно. Если заплатить сразу за обслуживание, то в месяц получается 408 рублей, уже экономия."
18.01.2023,Тинькофф - «Простой»,4,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Давно являюсь клиентом Тинькофф банка и открыл ИП прямо из личного кабинета. За эту услугу банк ничего не взял и госпошлину мне платить не пришлось. Тариф я выбрал простой, поскольку бизнес свой только начал. Консультируюсь с менеджером. В моем личном кабинете есть чат, но я чаще всего звоню. Менеджеры отвечают на вопросы доступно и внимательно выслушивают их."
15.01.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Плюсом является то, что я могу проводить платежи в налоговую и пенсионный фонд без какой-либо комиссии. Лимита, принятого для вывода средств мне хватает. Допустимо переводить до 400.000 рублей к себе на карту. Ещё мне понравилось то, что бизнес-карта в Тинькофф банке выпускается к этому счёту и обслуживается бесплатно."
13.01.2023,Тинькофф - «Простой»,5,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Являюсь клиентом банка Тинькофф довольно давно. Раньше пользовался их кредиткой, и когда потребовалась сделать расчётный счёт, открыл его без сомнения в этом банке. Меня всё устраивает, условия очень удобные для тех, кто только решил начать свой бизнес и не имеет понятия о том, какие документы необходимы. В личном кабинете Тинькофф банка всё делается автоматически, очень удобно. Использую простой тариф и плачу за это всего 490 руб в месяц."
09.09.2020,Тинькофф - «Простой»,0,https://bankiclub.ru/rkos/tinkoff-business/reviews/,"Решили открыть расчетный счет для ООО, выбор пал на Тинькофф Банк. Сотрудничаем более трех месяцев, и, как говорится, ""полет нормальный""! Устраивает, что открытие быстрое и бесплатное, каждая платежка по 49 рублей, начисление на остаток до встречи с этим банком встречали только у физических лиц. Каналы удаленного доступа (интернет-банк, смс-инфомирование, мобильный банк) просты в управлении. Все устраивает!"
