07.06.2024,Отзывы о Т-Банке,1,https://brobank.ru/banki/tinkoff/comments/,"Т банк один обман Хочу поделиться опытом взаимодействия с банком Тиньков. Одним словом это позор! Являюсь клиентом банка более четырех лет, также активно использую их экосистему (Мобайл, подписку, детские карты). Надеялся и верил что это надежный, клиентоориентированный банк. Увы это просто сплошной обман! Мне от компании, где я работаю поступила заработная плата и премия, но «уважаемый» банк посчитал эту операцию подозрительной и заморозил перевод. А результате деньги ушли со счета организации, поступили в Тиньков, но не поступили на мой счет якобы до окончания какой-то проверки. Уже четыре дня никто даже не пытается решить вопрос, техподдержка футболит, специалист нагло обманул, что деньги вернут на счет отправителя, прошло двое суток денег нет. Короче банк меня просто обокрал!"
06.06.2024,Отзывы о Т-Банке,3,https://brobank.ru/banki/tinkoff/comments/,"Безымянный банк Когда то был одним из самых современных интернет банком, теперь же сплошная реклама, причем их собственные бонусы сбоят и ничего не гарантируют. Поддержка отвечает, что-то там решает, молодцы, но и это ничего не гарантирует. Каким-то образом угодил под санкции со всеми вытекающими. Приложение инвестиции переодически сбоят, меняют условия на ходу, в целом комиссии того не стоят, после блокировки СПБ делать там особо нечего."
06.06.2024,Отзывы о Т-Банке,1,https://brobank.ru/banki/tinkoff/comments/,Не отдают деньги Удерживают все мои средства мне не на что жить
04.06.2024,Отзывы о Т-Банке,5,https://brobank.ru/banki/tinkoff/comments/,"Искусственный интеллект в помощь Четыре месяца пользуюсь очень полезной функцией у Тинькофф Селлера —генерацией ответов на отзывы клиентов при помощи искусственного интеллекта. Стало поступать очень много отзывов, и я не успевал отвечать на все. Как я понял, чем лучше и чаще отвечаешь, тем чаще клиенты повторно что-либо покупают, и это очень сильно влияет на продажи и карточку товара. Алгоритм справляется намного лучше, чем когда я это делал сам. Клиенты даже не заметили подмену. А главное, что это все бесплатно и в пару кликов, реально лайфхак для маркетплейсников"
03.06.2024,Отзывы о Т-Банке,5,https://brobank.ru/banki/tinkoff/comments/,"Онлайн и бесплатно регает. Поэтому его выбрала Когда банк не жадный на деьнги, это всегда отлично. И ИП и ООО открывает без комиссии. Веду ООО я несколько месяцев. Уже ясно думаю, почему Тинькофф выбрала. Ну и еще не надо таскаться по отделениям и налоговой. Всю нервотрепку берет на себя. Клиенту остается выждать неделю, тчоб получить ответ. ну это в среднем, может кому повезло, и налоговая за 4-5 дней зарегала. Кстати в процессе регистрации у меня был консьерж. Он проверял бумаги, помогал со сбором. Налогообложение вместе выбирали т.к. я в этмо не сильна. Когда регистрацию прошла, у меня появился бизнес-счет. Советую ООО через Тинькофф по своему опыту"
31.05.2024,Отзывы о Т-Банке,5,https://brobank.ru/banki/tinkoff/comments/,"Слаженно и быстро работает Запросил торговый эквайринг у Тинькоффа. Изначально метил на другой банк т.к. его отделение находится через две улицы от моего магазина. Я думал раз оно близко, то и доставят мне быстро. Там сказали ждать двое суток, по итогу задержали. Написал в службу поддержки Тинькоффа. Сразу отреагировали, сказали приедет установщик днем. Опять ждать пришлось, но тут хотя бы Тинькофф выполнил обещание и привез на следующий день. Установщик Михаил привез оборудование. Подключил, проконсультировал моим кассирш. Платеж быстро пороходит. люди не жалуются. Можно и картой, и по qr коду всего одним нажатием"
31.05.2024,Отзывы о Т-Банке,5,https://brobank.ru/banki/tinkoff/comments/,"Огромное спасибо техподдержке Тинькофф банка за возврат денег на черную карту, снятые за комиссии Вернули долг наличкой, я пошла в ТЦ. Тинькофф, как назлло не работал и я воспользовалась первым попавшимся банкоматов, положила. И забыла про это намертво. Только в выписке заметила, что взяли комиссию. Оказалось из всех доступных банкоматов я выбрала именно тот, который берет комиссию((((( написала в чат, объяснила ситуацию… Ну и что вы думаете, мне деньги вернули!!! Когда я уже мысленно с ними попрощалась… И ведь никто не обязан был, сама балбеска правила не прочитала((( Вот уверена, если б я в любой банк с таким вопросом пришла, меня бы носом в правила ткнули и все. Здесь не так, еще раз спасибо."
30.05.2024,Отзывы о Т-Банке,5,https://brobank.ru/banki/tinkoff/comments/,"Упали продажи на маркетах и как я это исправил через Тинькофф эксперты Раньше у меня как-то хорошо товары продавались с Вайлдберриз. А сейчас не понимаю, почему продажи упали. Обратился за помощью к экспертам Тинькофф, общался с менеджером. Она быстро посмотрела мои карточки товара, изучила конкурентов и выяснила причину. Раньше я был единственным в своей нише, а сейчас появились конкуренты с крупными бюджетами, и у них карточка на голову выше моей. У меня оказалось очень много ошибок в карточках: неполное описание, неидеальные картинки. В итоге, по совету Татьяны, я всё переделал. Продажи поднялись. Они немного не достигли прошлых показателей, но учитывая, что у меня сейчас много конкурентов в нише, я этим показателем очень доволен."
30.05.2024,Отзывы о Т-Банке,1,https://brobank.ru/banki/tinkoff/comments/,"Кредитка Очень не удобная система одобрения кредитки. Предварительно одобрили и тишина неделю без каких либо смс. Раньше было лучше и удобно в 100 раз, но сейчас вообще бред полный. У всех моих знакомых с хорошей зарплатой и хорошей кредитной историей предварительно одобрили и тишина, и на других форумах люди тоже сталкиваются с этим, это дико не удобно и если не вернут, то лучше в Сбербанк переходить. Всем удачи!"
27.05.2024,Отзывы о Т-Банке,4,https://brobank.ru/banki/tinkoff/comments/,"Селлер и маленький минус Три месяца мой опыт селлера, есть что рассказать. Из плюсов, действительно бесплатный тариф очень жирный получился. И можно остатками управлять, и цены менять и все в едином окне, продажи с налогом с учетом комиссии маркетплейса подгружаются, а главное один раз подключил и все работает бесплатно. Но и минус лично у меня был, подключил ответ на отзыв клиента, клиент на игрушечные пластиковые продукты написал что вкусно, а мой ответ покупайте у нас вкусные продукты. Клиент не обиделся, наоборот даже с юмором получилось, но увы нейросеть не идеальная, может шутку за чистую монету воспринять и это минус, но лечится это только если перепроверять"
